 SN,SUB_NO,IS_FRAUD,CELL_A,BN,AN_Cell_ID_Risk_area,CELL_LONGITUDE,CELL_LATITUDE,AN_Cloned-IMEI_Flag,BN_Unsuccessful_IDD_Call,BN_IDD_SMS
1101,M45M23606,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1102,M45736408,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1103,M45582401,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1104,M43M28807,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1105,M43M28804,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1106,M43M28707,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1107,M457M1127,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1108,M45740727,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1109,M45582321,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1110,M46757612,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1111,M45736816,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1112,M41527417,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1113,M45782084,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1114,M45781M86,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1115,M45781M82,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1116,M45736385,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1117,M45583M86,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1118,M45583M82,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1119,M457414M8,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1120,M457364MM,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1121,M457337M3,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1122,M457820M3,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1123,M45781MM3,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1124,M455823MM,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1125,M452510M3,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1126,M45741474,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1127,M45M23572,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1128,M45M23474,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1129,M45M23673,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1130,M45737478,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1131,M45737476,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1132,M45737474,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1133,M4573677M,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1134,M45740675,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1135,M45778M75,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1136,M4578207M,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1137,M45583775,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1138,M45583770,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1139,M45582270,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1140,M45583177,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1141,M45583M74,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1142,M45583M73,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1143,M46714367,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1144,M45737566,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1145,M45737462,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1146,M45736460,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1147,M45740862,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1148,M45250768,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1149,M45250764,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1150,M43M28865,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1151,M43788065,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1152,M43M28763,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1153,M4144016M,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1154,M4574155M,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1155,M45M23650,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1156,M45782155,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1157,M45782154,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1158,M4574085M,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1159,M45740658,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1160,M45250854,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1161,M43817152,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1162,M46766342,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1163,M457M1246,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1164,M45740843,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1165,M45737440,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1166,M45736846,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1167,M45583M48,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1168,M45583843,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1169,M45583741,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1170,M45582447,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1171,M43M2M043,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1172,M43M28742,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1173,M43M28740,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1174,M41525544,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1175,M45741537,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1176,M457M1230,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1177,M45736531,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1178,M45M23631,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1179,M45782032,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1180,M45583231,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1181,M46757M02,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1182,M45741603,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1183,M457M1108,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1184,M457M1107,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1185,M45736408,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1186,M45582401,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1187,M45583M03,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1188,M43M28803,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1189,M43M28807,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1190,M43M28804,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1191,M43M28707,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1192,M46766320,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1193,M45736628,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1194,M457M1127,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1195,M45737422,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1196,M45583124,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1197,M45M24113,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1198,M45782114,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1199,M45736816,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1200,M45781M13,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1201,M45736412,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1202,M45582411,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1203,M45582312,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1204,M41525514,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1205,M41527417,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1206,M41356715,0,6.36E+14,Mi41251215,FALSE,37.2593002,10.6891003,Not_Cloned,0,0
1207,M45737386,0,6.36E+14,Mi41251215,FALSE,37.1866493,10.6673298,Not_Cloned,0,0
1208,M45781M82,0,6.36E+14,Mi41251215,FALSE,37.1866493,10.6673298,Not_Cloned,0,0
1209,M45737476,0,6.36E+14,Mi41251215,FALSE,37.1866493,10.6673298,Not_Cloned,0,0
1210,M43M28M78,0,6.36E+14,Mi41251215,FALSE,37.1866493,10.6673298,Not_Cloned,0,0
1211,M45741404,0,6.36E+14,Mi41251215,FALSE,37.1866493,10.6673298,Not_Cloned,0,0
1212,M457M1325,0,6.36E+14,Mi41251215,FALSE,37.1866493,10.6673298,Not_Cloned,0,0
1213,M45736811,0,6.36E+14,Mi41251215,FALSE,37.1866493,10.6673298,Not_Cloned,0,0
1214,M45583814,0,6.36E+14,Mi41251215,FALSE,37.1866493,10.6673298,Not_Cloned,0,0
1215,M453878M7,0,6.36E+14,Mi41251215,FALSE,41.874321,9.61289024,Not_Cloned,0,0
1216,M453878M6,0,6.36E+14,Mi41251215,FALSE,41.874321,9.61289024,Not_Cloned,0,0
1217,M428MM464,0,6.36E+14,Mi41251215,FALSE,41.874321,9.61289024,Not_Cloned,0,0
1218,M4558655M,0,6.36E+14,Mi41251215,FALSE,41.874321,9.61289024,Not_Cloned,0,0
1219,M43M30302,0,6.36E+14,Mi41251215,FALSE,41.874321,9.61289024,Not_Cloned,0,0
1220,M383M3325,0,6.36E+14,Mi41251215,FALSE,41.874321,9.61289024,Not_Cloned,0,0
1221,M45586617,0,6.36E+14,Mi41251215,FALSE,41.874321,9.61289024,Not_Cloned,0,0
1222,M453878M7,0,6.36E+14,Mi41251215,FALSE,41.874321,9.61289024,Not_Cloned,0,0
1223,M4558655M,0,6.36E+14,Mi41251215,FALSE,41.874321,9.61289024,Not_Cloned,0,0
1224,M45586617,0,6.36E+14,Mi41251215,FALSE,41.874321,9.61289024,Not_Cloned,0,0
1225,M453878M7,0,6.36E+14,Mi41251215,FALSE,41.874321,9.61289024,Not_Cloned,0,0
1226,M453878M6,0,6.36E+14,Mi41251215,FALSE,41.874321,9.61289024,Not_Cloned,0,0
1227,M428MM464,0,6.36E+14,Mi41251215,FALSE,41.874321,9.61289024,Not_Cloned,0,0
1228,M43M30302,0,6.36E+14,Mi41251215,FALSE,41.874321,9.61289024,Not_Cloned,0,0
1229,M383M3325,0,6.36E+14,Mi41251215,FALSE,41.874321,9.61289024,Not_Cloned,0,0
1230,M45586617,0,6.36E+14,Mi41251215,FALSE,41.874321,9.61289024,Not_Cloned,0,0
1231,M453878M6,0,6.36E+14,Mi41251215,FALSE,41.874321,9.61289024,Not_Cloned,0,0
1232,M45586617,0,6.36E+14,Mi41251215,FALSE,41.874321,9.61289024,Not_Cloned,0,0
1233,M467650M2,0,6.36E+14,Mi41251215,FALSE,41.8814583,9.60498047,Not_Cloned,0,0
1234,M45784850,0,6.36E+14,Mi41251215,FALSE,41.8814583,9.60498047,Not_Cloned,0,0
1235,M45784856,0,6.36E+14,Mi41251215,FALSE,41.8814583,9.60498047,Not_Cloned,0,0
1236,M45784855,0,6.36E+14,Mi41251215,FALSE,41.8814583,9.60498047,Not_Cloned,0,0
1237,M383M3325,0,6.36E+14,Mi41251215,FALSE,41.8814583,9.60498047,Not_Cloned,0,0
1238,M45784850,0,6.36E+14,Mi41251215,FALSE,41.8836899,9.59529972,Not_Cloned,0,0
1239,M45784858,0,6.36E+14,Mi41251215,FALSE,41.8836899,9.59529972,Not_Cloned,0,0
1240,M45784856,0,6.36E+14,Mi41251215,FALSE,41.8836899,9.59529972,Not_Cloned,0,0
1241,M45784855,0,6.36E+14,Mi41251215,FALSE,41.8836899,9.59529972,Not_Cloned,0,0
1242,M45784844,0,6.36E+14,Mi41251215,FALSE,41.8836899,9.59529972,Not_Cloned,0,0
1243,M467650M2,0,6.36E+14,Mi41251215,FALSE,41.8836899,9.59529972,Not_Cloned,0,0
1244,M467650M2,0,6.36E+14,Mi41251215,FALSE,41.8836899,9.59529972,Not_Cloned,0,0
1245,M45784850,0,6.36E+14,Mi41251215,FALSE,41.8836899,9.59529972,Not_Cloned,0,0
1246,M45784858,0,6.36E+14,Mi41251215,FALSE,41.8836899,9.59529972,Not_Cloned,0,0
1247,M45784856,0,6.36E+14,Mi41251215,FALSE,41.8836899,9.59529972,Not_Cloned,0,0
1248,M45784855,0,6.36E+14,Mi41251215,FALSE,41.8836899,9.59529972,Not_Cloned,0,0
1249,M45784844,0,6.36E+14,Mi41251215,FALSE,41.8836899,9.59529972,Not_Cloned,0,0
1250,M37761741,0,6.36E+14,Mi41251215,FALSE,41.8275604,9.61402988,Not_Cloned,0,0
1251,M377618M1,0,6.36E+14,Mi41251215,FALSE,41.8275604,9.61402988,Not_Cloned,0,0
1252,M37761M2M,0,6.36E+14,Mi41251215,FALSE,41.8275604,9.61402988,Not_Cloned,0,0
1253,M37761886,0,6.36E+14,Mi41251215,FALSE,41.8275604,9.61402988,Not_Cloned,0,0
1254,M37761885,0,6.36E+14,Mi41251215,FALSE,41.8275604,9.61402988,Not_Cloned,0,0
1255,M37761743,0,6.36E+14,Mi41251215,FALSE,41.8275604,9.61402988,Not_Cloned,0,0
1256,M37761M30,0,6.36E+14,Mi41251215,FALSE,41.8275604,9.61402988,Not_Cloned,0,0
1257,M37761733,0,6.36E+14,Mi41251215,FALSE,41.8275604,9.61402988,Not_Cloned,0,0
1258,M37761825,0,6.36E+14,Mi41251215,FALSE,41.8275604,9.61402988,Not_Cloned,0,0
1259,M37761812,0,6.36E+14,Mi41251215,FALSE,41.8275604,9.61402988,Not_Cloned,0,0
1260,M3776188M,0,6.36E+14,Mi41251215,FALSE,41.8275604,9.61402988,Not_Cloned,0,0
1261,M37761886,0,6.36E+14,Mi41251215,FALSE,41.8275604,9.61402988,Not_Cloned,0,0
1262,M37761881,0,6.36E+14,Mi41251215,FALSE,41.8275604,9.61402988,Not_Cloned,0,0
1263,M377618M3,0,6.36E+14,Mi41251215,FALSE,41.8275604,9.61402988,Not_Cloned,0,0
1264,M377618M1,0,6.36E+14,Mi41251215,FALSE,41.8275604,9.61402988,Not_Cloned,0,0
1265,M377618M0,0,6.36E+14,Mi41251215,FALSE,41.8275604,9.61402988,Not_Cloned,0,0
1266,M428M4274,0,6.36E+14,Mi41251215,FALSE,41.8275604,9.61402988,Not_Cloned,0,0
1267,M3843M275,0,6.36E+14,Mi41251215,FALSE,41.8275604,9.61402988,Not_Cloned,0,0
1268,M37761873,0,6.36E+14,Mi41251215,FALSE,41.8275604,9.61402988,Not_Cloned,0,0
1269,M37761872,0,6.36E+14,Mi41251215,FALSE,41.8275604,9.61402988,Not_Cloned,0,0
1270,M3843M25M,0,6.36E+14,Mi41251215,FALSE,41.8275604,9.61402988,Not_Cloned,0,0
1271,M37761856,0,6.36E+14,Mi41251215,FALSE,41.8275604,9.61402988,Not_Cloned,0,0
1272,M37761843,0,6.36E+14,Mi41251215,FALSE,41.8275604,9.61402988,Not_Cloned,0,0
1273,M37761741,0,6.36E+14,Mi41251215,FALSE,41.8275604,9.61402988,Not_Cloned,0,0
1274,M37761746,0,6.36E+14,Mi41251215,FALSE,41.8275604,9.61402988,Not_Cloned,0,0
1275,M37761M31,0,6.36E+14,Mi41251215,FALSE,41.8275604,9.61402988,Not_Cloned,0,0
1276,M37761733,0,6.36E+14,Mi41251215,FALSE,41.8275604,9.61402988,Not_Cloned,0,0
1277,M37761M04,0,6.36E+14,Mi41251215,FALSE,41.8275604,9.61402988,Not_Cloned,0,0
1278,M37761M2M,0,6.36E+14,Mi41251215,FALSE,41.8275604,9.61402988,Not_Cloned,0,0
1279,M37761M27,0,6.36E+14,Mi41251215,FALSE,41.8275604,9.61402988,Not_Cloned,0,0
1280,M37761825,0,6.36E+14,Mi41251215,FALSE,41.8275604,9.61402988,Not_Cloned,0,0
1281,M37761821,0,6.36E+14,Mi41251215,FALSE,41.8275604,9.61402988,Not_Cloned,0,0
1282,M37761M16,0,6.36E+14,Mi41251215,FALSE,41.8275604,9.61402988,Not_Cloned,0,0
1283,M37761816,0,6.36E+14,Mi41251215,FALSE,41.8275604,9.61402988,Not_Cloned,0,0
1284,M37761813,0,6.36E+14,Mi41251215,FALSE,41.8275604,9.61402988,Not_Cloned,0,0
1285,M37761810,0,6.36E+14,Mi41251215,FALSE,41.8275604,9.61402988,Not_Cloned,0,0
1286,M43M2M888,0,6.36E+14,Mi41251215,FALSE,41.8275604,9.61402988,Not_Cloned,0,0
1287,M453878M6,0,6.36E+14,Mi41251215,FALSE,41.8563118,9.59815025,Not_Cloned,0,0
1288,M453878M6,0,6.36E+14,Mi41251215,FALSE,41.8563118,9.59815025,Not_Cloned,0,0
1289,M4558655M,0,6.36E+14,Mi41251215,FALSE,41.8563118,9.59815025,Not_Cloned,0,0
1290,M43M30302,0,6.36E+14,Mi41251215,FALSE,41.8563118,9.59815025,Not_Cloned,0,0
1291,M46768673,0,6.36E+14,Mi41251215,FALSE,41.8398705,9.60692024,Not_Cloned,0,0
1292,M46768671,0,6.36E+14,Mi41251215,FALSE,41.8398705,9.60692024,Not_Cloned,0,0
1293,M46768665,0,6.36E+14,Mi41251215,FALSE,41.8398705,9.60692024,Not_Cloned,0,0
1294,M46768666,0,6.36E+14,Mi41251215,FALSE,41.8398705,9.60692024,Not_Cloned,0,0
1295,M46768664,0,6.36E+14,Mi41251215,FALSE,41.8398705,9.60692024,Not_Cloned,0,0
1296,M46768684,0,6.36E+14,Mi41251215,FALSE,41.8398705,9.60692024,Not_Cloned,0,0
1297,M46768673,0,6.36E+14,Mi41251215,FALSE,41.8398705,9.60692024,Not_Cloned,0,0
1298,M46768671,0,6.36E+14,Mi41251215,FALSE,41.8398705,9.60692024,Not_Cloned,0,0
1299,M46768666,0,6.36E+14,Mi41251215,FALSE,41.8398705,9.60692024,Not_Cloned,0,0
1300,M46768664,0,6.36E+14,Mi41251215,FALSE,41.8398705,9.60692024,Not_Cloned,0,0
1301,M46768662,0,6.36E+14,Mi41251215,FALSE,41.8398705,9.60692024,Not_Cloned,0,0
1302,M377618M3,0,6.36E+14,Mi41251215,FALSE,41.8398705,9.60692024,Not_Cloned,0,0
1303,M37761872,0,6.36E+14,Mi41251215,FALSE,41.8398705,9.60692024,Not_Cloned,0,0
1304,M46768684,0,6.36E+14,Mi41251215,FALSE,41.8429604,9.61445999,Not_Cloned,0,0
1305,M46768673,0,6.36E+14,Mi41251215,FALSE,41.8429604,9.61445999,Not_Cloned,0,0
1306,M46768671,0,6.36E+14,Mi41251215,FALSE,41.8429604,9.61445999,Not_Cloned,0,0
1307,M46768684,0,6.36E+14,Mi41251215,FALSE,41.8429604,9.61445999,Not_Cloned,0,0
1308,M46768673,0,6.36E+14,Mi41251215,FALSE,41.8429604,9.61445999,Not_Cloned,0,0
1309,M46768671,0,6.36E+14,Mi41251215,FALSE,41.8429604,9.61445999,Not_Cloned,0,0
1310,M46768664,0,6.36E+14,Mi41251215,FALSE,41.8429604,9.61445999,Not_Cloned,0,0
1311,M46768662,0,6.36E+14,Mi41251215,FALSE,41.8429604,9.61445999,Not_Cloned,0,0
1312,M43M2M888,0,6.36E+14,Mi41251215,FALSE,41.8355789,9.61664963,Not_Cloned,0,0
1313,M37761886,0,6.36E+14,Mi41251215,FALSE,41.8355789,9.61664963,Not_Cloned,0,0
1314,M37761885,0,6.36E+14,Mi41251215,FALSE,41.8355789,9.61664963,Not_Cloned,0,0
1315,M37761883,0,6.36E+14,Mi41251215,FALSE,41.8355789,9.61664963,Not_Cloned,0,0
1316,M377618M5,0,6.36E+14,Mi41251215,FALSE,41.8355789,9.61664963,Not_Cloned,0,0
1317,M377618M3,0,6.36E+14,Mi41251215,FALSE,41.8355789,9.61664963,Not_Cloned,0,0
1318,M377618M1,0,6.36E+14,Mi41251215,FALSE,41.8355789,9.61664963,Not_Cloned,0,0
1319,M45785476,0,6.36E+14,Mi41251215,FALSE,41.8355789,9.61664963,Not_Cloned,0,0
1320,M3843M275,0,6.36E+14,Mi41251215,FALSE,41.8355789,9.61664963,Not_Cloned,0,0
1321,M37761873,0,6.36E+14,Mi41251215,FALSE,41.8355789,9.61664963,Not_Cloned,0,0
1322,M37761872,0,6.36E+14,Mi41251215,FALSE,41.8355789,9.61664963,Not_Cloned,0,0
1323,M428M4260,0,6.36E+14,Mi41251215,FALSE,41.8355789,9.61664963,Not_Cloned,0,0
1324,M3776186M,0,6.36E+14,Mi41251215,FALSE,41.8355789,9.61664963,Not_Cloned,0,0
1325,M37761762,0,6.36E+14,Mi41251215,FALSE,41.8355789,9.61664963,Not_Cloned,0,0
1326,M3843M25M,0,6.36E+14,Mi41251215,FALSE,41.8355789,9.61664963,Not_Cloned,0,0
1327,M37761856,0,6.36E+14,Mi41251215,FALSE,41.8355789,9.61664963,Not_Cloned,0,0
1328,M37761755,0,6.36E+14,Mi41251215,FALSE,41.8355789,9.61664963,Not_Cloned,0,0
1329,M37761752,0,6.36E+14,Mi41251215,FALSE,41.8355789,9.61664963,Not_Cloned,0,0
1330,M37761843,0,6.36E+14,Mi41251215,FALSE,41.8355789,9.61664963,Not_Cloned,0,0
1331,M37761746,0,6.36E+14,Mi41251215,FALSE,41.8355789,9.61664963,Not_Cloned,0,0
1332,M428M4835,0,6.36E+14,Mi41251215,FALSE,41.8355789,9.61664963,Not_Cloned,0,0
1333,M37761M31,0,6.36E+14,Mi41251215,FALSE,41.8355789,9.61664963,Not_Cloned,0,0
1334,M37761M30,0,6.36E+14,Mi41251215,FALSE,41.8355789,9.61664963,Not_Cloned,0,0
1335,M37761733,0,6.36E+14,Mi41251215,FALSE,41.8355789,9.61664963,Not_Cloned,0,0
1336,M37761M04,0,6.36E+14,Mi41251215,FALSE,41.8355789,9.61664963,Not_Cloned,0,0
1337,M42M12423,0,6.36E+14,Mi41251215,FALSE,41.8355789,9.61664963,Not_Cloned,0,0
1338,M37761M2M,0,6.36E+14,Mi41251215,FALSE,41.8355789,9.61664963,Not_Cloned,0,0
1339,M37761825,0,6.36E+14,Mi41251215,FALSE,41.8355789,9.61664963,Not_Cloned,0,0
1340,M37761821,0,6.36E+14,Mi41251215,FALSE,41.8355789,9.61664963,Not_Cloned,0,0
1341,M37761820,0,6.36E+14,Mi41251215,FALSE,41.8355789,9.61664963,Not_Cloned,0,0
1342,M37761812,0,6.36E+14,Mi41251215,FALSE,41.8355789,9.61664963,Not_Cloned,0,0
1343,M37761816,0,6.36E+14,Mi41251215,FALSE,41.8355789,9.61664963,Not_Cloned,0,0
1344,M37761886,0,6.36E+14,Mi41251215,FALSE,41.8228989,9.60369968,Not_Cloned,0,0
1345,M37761885,0,6.36E+14,Mi41251215,FALSE,41.8228989,9.60369968,Not_Cloned,0,0
1346,M37761883,0,6.36E+14,Mi41251215,FALSE,41.8228989,9.60369968,Not_Cloned,0,0
1347,M377618M3,0,6.36E+14,Mi41251215,FALSE,41.8228989,9.60369968,Not_Cloned,0,0
1348,M377618M1,0,6.36E+14,Mi41251215,FALSE,41.8228989,9.60369968,Not_Cloned,0,0
1349,M45785476,0,6.36E+14,Mi41251215,FALSE,41.8228989,9.60369968,Not_Cloned,0,0
1350,M3843M275,0,6.36E+14,Mi41251215,FALSE,41.8228989,9.60369968,Not_Cloned,0,0
1351,M37761872,0,6.36E+14,Mi41251215,FALSE,41.8228989,9.60369968,Not_Cloned,0,0
1352,M428M4260,0,6.36E+14,Mi41251215,FALSE,41.8228989,9.60369968,Not_Cloned,0,0
1353,M3843M25M,0,6.36E+14,Mi41251215,FALSE,41.8228989,9.60369968,Not_Cloned,0,0
1354,M37761856,0,6.36E+14,Mi41251215,FALSE,41.8228989,9.60369968,Not_Cloned,0,0
1355,M37761755,0,6.36E+14,Mi41251215,FALSE,41.8228989,9.60369968,Not_Cloned,0,0
1356,M37761752,0,6.36E+14,Mi41251215,FALSE,41.8228989,9.60369968,Not_Cloned,0,0
1357,M37761843,0,6.36E+14,Mi41251215,FALSE,41.8228989,9.60369968,Not_Cloned,0,0
1358,M37761743,0,6.36E+14,Mi41251215,FALSE,41.8228989,9.60369968,Not_Cloned,0,0
1359,M37761M31,0,6.36E+14,Mi41251215,FALSE,41.8228989,9.60369968,Not_Cloned,0,0
1360,M37761M30,0,6.36E+14,Mi41251215,FALSE,41.8228989,9.60369968,Not_Cloned,0,0
